0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
0.066666667,0
